# Directed graph (each unordered pair of nodes is saved once): Cit-HepPh.txt 
# Paper citation network of Arxiv High Energy Physics category
# Nodes: 34546 Edges: 421578
# FromNodeId	ToNodeId
104062	9403384
104062	9408332
104062	9409399
104062	9411367
104062	9501265
104062	9507262
104062	9508272
104062	9509204
104062	9512380
104062	9603256
104062	9607447
104062	9610449
104062	9612262
104062	9612313
104062	9703290
104062	9704376
104062	9704423
104062	9709288
104062	9711217
104062	9802289
104062	9803368
104062	9805303
104062	9806230
104062	9806308
104062	9806501
104062	9807238
104062	9810333
104062	9901288
104062	9903535
104062	9904379
104062	9904480
104062	9905312
104062	9907243
104062	9907270
104062	9907300
104062	9910236
104062	9910417
104062	9911280
12308	2171
12308	6225
12308	10071
12308	10222
12308	11086
12308	12215
12308	9310311
12308	9405283
12308	9408332
12308	9409399
12308	9501265
12308	9507262
12308	9508272
12308	9512380
12308	9607469
12308	9608365
12308	9610449
12308	9610455
12308	9612262
12308	9704376
12308	9711217
12308	9711261
12308	9711426
12308	9712252
12308	9801412
12308	9806230
12308	9806412
12308	9810333
12308	9901418
12308	9902256
12308	9903535
12308	9907300
12308	9908202
12308	9908520
12308	9909478
12308	9910236
12308	9910291
12308	9910417
12308	9911263
12308	9911280
12308	9912288
9910236	9211304
9910236	9211321
9910236	9212203
9910236	9303284
9910236	9304257
9910236	9310311
9910236	9405283
9910236	9408332
9910236	9501265
9910236	9507262
9910236	9512356
9910236	9604240
9910236	9604330
9910236	9607392
9910236	9608365
9910236	9610455
9910236	9701278
9910236	9703353
9910236	9706260
9910236	9708222
9910236	9710245
9910236	9802300
9910236	9810333
9910236	9811472
9910236	9902334
9910236	9903230
9910236	9903535
9910236	9904408
9910236	9906434
9910236	9906497
9910236	9907335
9910236	9908395
9910236	9908442
9910236	9909530
9711261	9308287
9711261	9310311
9711261	9311339
9711261	9403249
9711261	9403384
9711261	9403407
9711261	9405207
9711261	9408290
9711261	9503492
9711261	9506477
9711261	9603261
9711261	9603414
9711261	9703290
112008	2041
112008	3090
112008	3133
112008	6068
112008	6124
112008	6136
112008	8151
112008	8298
112008	11396
112008	12197
112008	12289
112008	12308
112008	103324
112008	104027
112008	104062
112008	104110
112008	104137
112008	105084
112008	105177
112008	105306
112008	106050
112008	107002
112008	107074
112008	108195
112008	110253
112008	110260
112008	111167
112008	9312215
112008	9403341
112008	9407406
112008	9408382
112008	9410253
112008	9503486
112008	9508250
112008	9509268
112008	9509329
112008	9512225
112008	9604412
112008	9606354
112008	9610208
112008	9612433
112008	9703290
112008	9704423
112008	9705292
112008	9705356
112008	9709382
112008	9712417
112008	9804254
112008	9805403
112008	9805422
112008	9807223
112008	9809311
112008	9810333
112008	9811377
112008	9911321
9607469	9308272
9607469	9405368
9607469	9408332
9707293	9209291
9707293	9301212
9707293	9304219
9707293	9310311
9707293	9405274
9707293	9502363
9707293	9505393
9707293	9604330
9301212	9209291
9502363	103230
9502363	9206236
9502363	9302217
9502363	9302246
9502363	9306323
9502363	9307263
9502363	9310311
9502363	9310355
9502363	9401310
9502363	9403233
9502363	9409255
9502363	9412243
9502363	9412273
9502363	9502254
9502363	9502335
9604330	9211304
9604330	9304230
9604330	9307274
9604330	9308272
9604330	9310311
9604330	9401354
9604330	9402360
9604330	9402364
9604330	9403384
9604330	9412375
9604330	9507262
9604330	9509420
9604330	9510323
9604330	9510383
9405274	9304219
9505393	9209291
9505393	9301212
301097	3033
301097	106233
301097	106315
301097	106344
301097	111276
301097	112313
301097	201160
301097	203079
301097	203229
301097	204087
301097	206024
301097	207280
301097	211047
301097	211224
301097	211308
301097	9406205
301097	9506326
301097	9507396
301097	9509316
301097	9602234
301097	9602414
301097	9603409
301097	9609437
301097	9704288
301097	9801317
301097	9903229
301097	9908236
9609437	9304240
9609437	9311370
9609437	9312202
9609437	9405214
9609437	9407408
9609437	9408228
9609437	9409260
9609437	9409315
9609437	9409460
9609437	9410307
9609437	9410369
9609437	9501212
9609437	9501362
9609437	9502376
9609437	9505409
9609437	9505429
9609437	9505430
9609437	9506351
9609437	9506461
9609437	9508338
9609437	9511282
9609437	9604309
9609437	9606435
9609437	9608325
106233	9405214
106233	9407389
106233	9502415
106233	9603409
106233	9604312
106233	9702321
106233	9703412
106233	9805366
106233	9904236
106233	9905281
106233	9908327
9506326	9406228
9506326	9407393
9506326	9503280
9903229	9503280
9903229	9506326
9903229	9507396
9903229	9508343
9903229	9511342
9903229	9602234
9903229	9602250
9903229	9603205
9903229	9609331
9903229	9701412
9903229	9704448
9903229	9705442
9903229	9805244
9903229	9806351
9903229	9808430
9903229	9809486
9903229	9812246
9903229	9812472
9704288	9203216
9704288	9211272
9704288	9301281
9704288	9304240
9704288	9305232
9704288	9306256
9704288	9308346
9704288	9312318
9704288	9312319
9704288	9401243
9704288	9403283
9704288	9404209
9704288	9404335
9704288	9405322
9704288	9406416
9704288	9410400
9704288	9410404
9704288	9502225
9704288	9503359
9704288	9504426
9704288	9506457
9704288	9506461
9704288	9507204
9704288	9511337
9704288	9512292
9704288	9604223
9704288	9604309
9704288	9606397
9704288	9609326
9704288	9611239
9704288	9611316
211224	2036
211224	3033
211224	9158
211224	10017
211224	12351
211224	102227
211224	102241
211224	103338
211224	107180
211224	111276
211224	201023
211224	201249
211224	202205
211224	203206
211224	204087
211224	205270
211224	206024
211224	206293
211224	208156
211224	9203223
211224	9302272
211224	9401258
211224	9504378
211224	9506326
211224	9507396
211224	9603205
211224	9606399
211224	9608317
211224	9611272
211224	9705234
211224	9705337
211224	9707389
211224	9801375
211224	9805244
211224	9808468
211224	9902434
211224	9902479
211224	9903229
211224	9904287
211224	9906218
211224	9906395
211224	9908278
211224	9911385
112313	1166
112313	7107
112313	10354
112313	11311
112313	101114
112313	103338
112313	104199
112313	106204
112313	106219
112313	106295
112313	107180
112313	108235
112313	109106
112313	111276
112313	111307
112313	112169
112313	9501379
112313	9606417
112313	9610272
112313	9703203
112313	9811350
112313	9811356
112313	9909411
106344	1048
106344	1304
106344	2006
106344	3294
106344	6032
106344	7160
106344	7316
106344	8065
106344	104105
106344	105318
106344	9402326
106344	9512264
106344	9606419
106344	9609437
106344	9702305
106344	9704312
106344	9706304
106344	9806279
106344	9807209
106344	9906208
106344	9906252
106344	9908236
106344	9909414
106344	9912281
3033	1086
3033	1286
3033	2305
3033	9301283
3033	9302291
3033	9303241
3033	9303249
3033	9312210
3033	9312319
3033	9312324
3033	9401236
3033	9401258
3033	9402360
3033	9402364
3033	9403366
3033	9404247
3033	9404359
3033	9405277
3033	9405322
3033	9406315
3033	9406411
3033	9407408
3033	9408313
3033	9409238
3033	9409312
3033	9410230
3033	9410404
3033	9411337
3033	9411426
3033	9412214
3033	9412250
3033	9501362
3033	9503213
3033	9503280
3033	9503433
3033	9504417
3033	9504434
3033	9505212
3033	9505409
3033	9505433
3033	9506351
3033	9506461
3033	9507237
3033	9509316
3033	9510300
3033	9511260
3033	9511337
3033	9511449
3033	9512264
3033	9512292
3033	9512417
3033	9602208
3033	9603333
3033	9603435
3033	9603441
3033	9603442
3033	9604223
3033	9604351
3033	9605345
3033	9605369
3033	9605419
3033	9606231
3033	9606397
3033	9606399
3033	9607466
3033	9608269
3033	9608415
3033	9608460
3033	9609246
3033	9609279
3033	9609311
3033	9610368
3033	9610424
3033	9611247
3033	9611302
3033	9611363
3033	9611367
3033	9611397
3033	9611455
3033	9612211
3033	9612329
3033	9612402
3033	9612424
3033	9701350
3033	9702287
3033	9702305
3033	9702350
3033	9703221
3033	9703450
3033	9703463
3033	9704244
3033	9704257
3033	9704259
3033	9704288
3033	9704305
3033	9705234
3033	9705341
3033	9705388
3033	9705398
3033	9705442
3033	9706206
3033	9706218
3033	9706379
3033	9706412
3033	9706489
3033	9706545
3033	9707223
3033	9707229
3033	9707477
3033	9708311
3033	9708349
3033	9708357
3033	9708358
3033	9709275
3033	9709284
3033	9709493
3033	9710372
3033	9710447
3033	9712335
3033	9712394
3033	9712400
3033	9801236
3033	9801375
3033	9801444
3033	9802241
3033	9803262
3033	9803445
3033	9804241
3033	9804321
3033	9804331
3033	9804343
3033	9805358
3033	9805372
3033	9805373
3033	9805470
3033	9805498
3033	9806244
3033	9806332
3033	9806401
3033	9806467
3033	9806486
3033	9807207
3033	9807340
3033	9807420
3033	9807558
3033	9807570
3033	9808217
3033	9808278
3033	9808400
3033	9809306
3033	9809451
3033	9810440
3033	9810485
3033	9811237
3033	9811330
3033	9811430
3033	9811482
3033	9812298
3033	9812387
3033	9812472
3033	9812518
3033	9902202
3033	9902452
3033	9903212
3033	9903215
3033	9903260
3033	9903282
3033	9903394
3033	9903498
3033	9904468
3033	9906230
3033	9906268
3033	9906273
3033	9906462
3033	9907231
3033	9907326
3033	9907375
3033	9907462
3033	9907509
3033	9908288
3033	9908388
3033	9909222
3033	9909352
3033	9909538
3033	9910255
3033	9910412
3033	9911407
3033	9911442
3033	9912320
3033	9912391
3033	9912396
3033	9912458
211308	6035
211308	101229
211308	106315
211308	108041
211308	108245
211308	109166
211308	111276
211308	201219
211308	204316
211308	205126
211308	206024
211308	206205
211308	207066
211308	207210
211308	208014
211308	209326
211308	210108
211308	211047
211308	9207267
211308	9303263
211308	9305272
211308	9512355
211308	9602224
211308	9602234
211308	9612383
211308	9707454
211308	9710237
211308	9710312
211308	9710335
211308	9802391
211308	9803459
211308	9903229
211308	9903289
211308	9905436
206024	2036
206024	9158
206024	12351
206024	102227
206024	102241
206024	105325
206024	107180
206024	111276
206024	201023
206024	201249
206024	202205
206024	203056
206024	204087
206024	9203223
206024	9401258
206024	9504378
206024	9603205
206024	9606399
206024	9611272
206024	9705337
206024	9805244
206024	9808468
206024	9902434
206024	9903229
206024	9904287
206024	9906218
206024	9906395
206024	9911385
203079	1056
203079	1133
203079	6050
203079	6238
203079	6262
203079	7020
203079	7286
203079	9271
203079	10260
203079	11112
203079	11144
203079	12256
203079	12332
203079	101123
203079	103159
203079	104024
203079	105239
203079	105323
203079	106044
203079	106098
203079	107117
203079	107266
203079	107268
203079	108041
203079	110126
203079	111016
203079	111297
203079	201164
203079	9204204
203079	9204214
203079	9204220
203079	9205203
203079	9205204
203079	9206222
203079	9206225
203079	9206236
203079	9207249
203079	9207273
203079	9209244
203079	9210231
203079	9210233
203079	9211292
203079	9303201
203079	9304265
203079	9304269
203079	9305232
203079	9305258
203079	9306256
203079	9308205
203079	9309293
203079	9311320
203079	9311336
203079	9312303
203079	9312324
203079	9401236
203079	9403305
203079	9404209
203079	9404335
203079	9406228
203079	9406375
203079	9406401
203079	9407393
203079	9407408
203079	9409215
203079	9409315
203079	9410233
203079	9410242
203079	9411426
203079	9412275
203079	9501379
203079	9503203
203079	9503433
203079	9504399
203079	9505256
203079	9505336
203079	9506305
203079	9506427
203079	9507438
203079	9509255
203079	9510376
203079	9511342
203079	9601217
203079	9601305
203079	9602221
203079	9602390
203079	9603311
203079	9603349
203079	9606233
203079	9607213
203079	9607328
203079	9608269
203079	9608324
203079	9610446
203079	9612313
203079	9612402
203079	9702265
203079	9702381
203079	9704455
203079	9705383
203079	9705400
203079	9706238
203079	9706267
203079	9709297
203079	9710447
203079	9712319
203079	9802294
203079	9802368
203079	9803315
203079	9803383
203079	9803466
203079	9804398
203079	9805254
203079	9805303
203079	9805478
203079	9806287
203079	9806289
203079	9806292
203079	9806472
203079	9807349
203079	9807469
203079	9809470
203079	9809472
203079	9809523
203079	9810252
203079	9810367
203079	9810506
203079	9811216
203079	9811250
203079	9811357
203079	9812349
203079	9812377
203079	9903287
203079	9903369
203079	9903417
203079	9904236
203079	9905221
203079	9905347
203079	9905468
203079	9906234
203079	9906292
203079	9906327
203079	9907414
203079	9908330
203079	9910303
203079	9911266
203079	9912343
9801317	9401258
9801317	9404335
9801317	9601393
9801317	9705442
207280	11078
207280	9602234
207280	9702325
207280	9704229
207280	9903229
111276	1169
111276	2238
111276	108264
111276	9506326
111276	9507396
111276	9903229
111276	9908288
9908236	9303226
9908236	9602250
9908236	9605326
9908236	9609437
9908236	9702305
9908236	9702393
9908236	9703463
9908236	9712319
9908236	9712400
9908236	9804355
9908236	9805373
9908236	9806286
9908236	9807406
9908236	9808433
9908236	9808443
9908236	9809352
9908236	9809470
9908236	9902214
9908236	9902308
9908236	9902371
9908236	9906419
9406205	9203215
9406205	9206222
9406205	9207258
9406205	9211223
9406205	9212229
9406205	9212268
9406205	9304230
9406205	9304240
9406205	9306256
9406205	9306265
9406205	9306306
9406205	9308254
9406205	9308343
9406205	9309228
9406205	9309322
204087	2036
204087	2082
204087	3033
204087	3275
204087	6041
204087	6114
204087	7335
204087	106204
204087	106351
204087	107180
204087	108069
204087	201023
204087	201141
204087	201227
204087	201292
204087	9204211
204087	9212229
204087	9306256
204087	9406316
204087	9502309
204087	9504426
204087	9602264
204087	9706542
204087	9803315
204087	9805229
204087	9805244
204087	9806263
204087	9807570
204087	9902467
204087	9904287
204087	9905311
204087	9905386
204087	9907305
204087	9908288
204087	9908402
204087	9909232
204087	9912224
9507396	9304249
9507396	9304293
9507396	9308330
9507396	9308342
9507396	9312218
9507396	9312317
9507396	9406228
9507396	9409401
9507396	9410338
9507396	9503442
9507396	9506326
9602414	9403306
9602414	9502401
9602414	9504418
9602414	9506386
9602414	9506409
9602414	9507294
9602414	9509275
9602414	9510308
9602414	9510370
9602414	9512278
9602414	9512401
9602414	9601357
106315	1002
106315	9323
106315	10354
106315	11014
106315	11243
106315	11282
106315	12109
106315	101083
106315	101150
106315	9210242
106315	9402278
106315	9409263
106315	9409457
106315	9409458
106315	9410364
106315	9502206
106315	9502247
106315	9504316
106315	9505326
106315	9507389
106315	9508263
106315	9510431
106315	9511342
106315	9511344
106315	9512355
106315	9603368
106315	9605339
106315	9607388
106315	9609331
106315	9610272
106315	9610408
106315	9612362
106315	9703288
106315	9703402
106315	9703444
106315	9704220
106315	9704322
106315	9704448
106315	9705442
106315	9711308
106315	9803277
106315	9804235
106315	9805229
106315	9806244
106315	9806432
106315	9807275
106315	9807423
106315	9807465
106315	9809523
106315	9810432
106315	9811291
106315	9811337
106315	9811350
106315	9811356
106315	9812320
106315	9903294
106315	9903382
106315	9903422
106315	9903507
106315	9904268
106315	9904380
106315	9905281
106315	9905311
106315	9905396
106315	9905413
106315	9906465
106315	9907238
106315	9907447
106315	9908409
106315	9909255
106315	9909392
106315	9910366
106315	9911262
201160	2205
201160	104016
201160	106233
201160	9203216
201160	9307342
201160	9409458
201160	9504241
201160	9511340
201160	9512313
201160	9603227
201160	9604312
201160	9705340
201160	9809275
201160	9904295
201160	9912459
9603409	9306270
9603409	9309248
9603409	9502415
9603409	9509316
9509316	9306270
9509316	9308347
9509316	9309248
9509316	9311370
9509316	9312202
9509316	9404280
9509316	9406430
9509316	9407301
9509316	9407326
9509316	9409260
9509316	9501362
9509316	9502376
9509316	9505429
9509316	9505430
9509316	9507317
9509316	9507463
203229	1002
203229	1152
203229	2022
203229	2036
203229	2178
203229	2287
203229	3091
203229	3170
203229	3180
203229	3246
203229	5024
203229	8125
203229	9212
203229	9271
203229	10338
203229	12109
203229	12351
203229	101083
203229	101165
203229	101342
203229	102023
203229	102083
203229	102144
203229	103090
203229	104024
203229	104047
203229	104074
203229	104152
203229	105096
203229	105325
203229	106029
203229	106116
203229	106315
203229	107081
203229	107101
203229	107162
203229	107228
203229	108041
203229	108059
203229	109097
203229	109166
203229	110021
203229	110035
203229	110196
203229	110242
203229	110320
203229	110340
203229	110390
203229	111027
203229	111055
203229	111179
203229	111226
203229	111245
203229	111312
203229	111314
203229	112054
203229	112177
203229	112286
203229	112302
203229	112334
203229	201227
203229	201243
203229	202001
203229	202155
203229	202162
203229	202199
203229	202233
203229	202255
203229	203034
203229	203056
203229	203065
203229	203079
203229	203091
203229	203123
203229	203206
203229	9402278
203229	9404280
203229	9411426
203229	9501339
203229	9503214
203229	9504316
203229	9505233
203229	9508343
203229	9602224
203229	9602234
203229	9602415
203229	9608317
203229	9609331
203229	9611251
203229	9704410
203229	9705337
203229	9708310
203229	9709356
203229	9712319
203229	9803277
203229	9803297
203229	9803315
203229	9805373
203229	9805446
203229	9807275
203229	9807423
203229	9808433
203229	9809470
203229	9809523
203229	9812275
203229	9812349
203229	9812472
203229	9901389
203229	9901427
203229	9902371
203229	9903229
203229	9903365
203229	9903404
203229	9904236
203229	9905221
203229	9905281
203229	9906218
203229	9906234
203229	9906395
203229	9906419
203229	9907414
203229	9907422
203229	9908327
203229	9908409
203229	9910301
203229	9912236
203229	9912343
211047	109166
211047	111276
211047	208036
211047	209326
211047	9506326
211047	9507396
211047	9904287
211047	9908288
9602234	9406430
9602234	9511342
9606317	9504417
9606317	9603380
9606317	9606306
9504417	9407311
9504417	9410322
9603380	9312324
9603380	9401236
9603380	9405224
9603380	9407408
9603380	9410369
9603380	9501260
9603380	9502336
9606306	9405264
9606306	9405265
102263	3183
102263	8047
102263	9806219
102263	9810383
9810383	9301271
9810383	9308214
9806219	9210253
9806219	9310253
9806219	9311350
9806219	9412360
9806219	9507343
9806219	9704456
9806219	9709264
9806219	9711395
9806219	9711396
9806219	9803386
9806219	9804233
9806219	9804290
9806219	9804403
3183	9210253
3183	9806219
3183	9905337
3183	9906242
3183	9906340
3183	9908480
8047	9301271
8047	9308214
8047	9810383
9507269	9304266
9507269	9402259
9507269	9403398
9507269	9502284
9507269	9503228
9403398	9207221
9403398	9209285
9403398	9211240
9403398	9301267
9403398	9301286
9403398	9301289
9403398	9301290
9403398	9302210
9403398	9302221
9403398	9303320
9403398	9304312
9403398	9304321
9403398	9307295
9403398	9308258
9403398	9308318
9403398	9312291
9403398	9901206
9503228	9303219
9503228	9304266
9503228	9306251
9503228	9307295
9503228	9310302
9503228	9312291
9503228	9402224
9503228	9403373
9503228	9409310
9502284	9409320
9402259	9311307
9603434	9209203
9603434	9403353
9603434	9502276
9603434	9601260
9502276	9403353
9601260	9401257
9601260	9410365
9601260	9502276
9601260	9502370
9601260	9503268
9601260	9509305
9601260	9510310
9601260	9511219
9403353	9212239
9403353	9305234
9403353	9311239
9403353	9311291
9403353	9403285
9408256	9209204
9408256	9301295
9408256	9302247
9408256	9303311
9408256	9309211
9408256	9309268
9303311	9209204
9301295	9209257
9301295	9210208
9309268	9205210
9309268	9206236
9309268	9302217
9302247	9204211
9302247	9206230
9302247	9206236
9302247	9206241
9302247	9206261
9302247	9210265
9302247	9301276
9302247	9302217
9309211	9209204
9309211	9211247
9309211	9304275
9703264	9309298
9703264	9309326
9703264	9403250
9703264	9406363
9703264	9409303
9703264	9412201
9703264	9412380
9703264	9504413
9703264	9505426
9703264	9602396
9703264	9603374
9703264	9610457
9703264	9611334
9703264	9611358
9703264	9611363
9703264	9611445
9406363	9205238
9406363	9302208
9406363	9302240
9504413	9406363
9504413	9502291
9504413	9502298
9309326	9212285
9611358	9205238
9611358	9212285
9611358	9308338
9611358	9309298
9611358	9309326
9611358	9403250
9611358	9405418
9611358	9405423
9611358	9406363
9611358	9406431
9611358	9410330
9611358	9501201
9611358	9502298
9611358	9504413
9611358	9509248
9611358	9602396
9611358	9603374
9611358	9606230
9611358	9609432
9309298	9205238
9309298	9212285
9309298	9305335
9610457	9205238
9610457	9212285
9610457	9309298
9610457	9406363
9610457	9408228
9610457	9410310
9610457	9410311
9610457	9411377
9610457	9502291
9610457	9502298
9610457	9503463
9610457	9504413
9610457	9505207
9610457	9505251
9610457	9505350
9610457	9505405
9610457	9506256
9610457	9507424
9610457	9509207
9610457	9509248
9610457	9509378
9610457	9511388
9610457	9512369
9610457	9601310
9610457	9602417
9610457	9602436
9610457	9603310
9610457	9603374
9610457	9604344
9610457	9605447
9610457	9607259
9610457	9607319
9610457	9608329
9610457	9609209
9610457	9609488
9611334	9309326
9611334	9310242
9611334	9310276
9611334	9311341
9611334	9405390
9611334	9411377
9611334	9412286
9611334	9502298
9611334	9503320
9611334	9509248
9611334	9606391
9611334	9610222
9412201	9508390
9412201	9801208
9412201	9801209
9505426	9401357
9505426	9402360
9505426	9405218
9505426	9406204
9505426	9406271
9505426	9406363
9505426	9409303
9505426	9410385
9505426	9411229
9505426	9412265
9505426	9502264
9505426	9502291
9505426	9502300
9505426	9503434
9611445	9205238
9611445	9310358
9611445	9403250
9611445	9406404
9611445	9409388
9611445	9501201
9611445	9603374
9412380	9205238
9412380	9305273
9602396	9304303
9602396	9307371
9602396	9310229
9602396	9310358
9602396	9310378
9602396	9312223
9602396	9312323
9602396	9403230
9602396	9405418
9602396	9405423
9602396	9409388
9602396	9410232
9602396	9411260
9602396	9501201
9602396	9504413
9602396	9506465
9602396	9511261
9603374	9205238
9603374	9309326
9603374	9403250
9603374	9412380
9603374	9504413
9603374	9505366
9611363	9205238
9611363	9212285
9611363	9309326
9611363	9403250
9611363	9406363
9611363	9409303
9611363	9502291
9611363	9502298
9611363	9504413
9611363	9603374
9611363	9606230
9611363	9611358
9403250	9205238
9403250	9212285
9403250	9302288
9403250	9305273
9610383	9304299
9610383	9304307
9610383	9403259
9610383	9502417
9610383	9502418
9610383	9503367
9610383	9504307
9610383	9504393
9610383	9507453
9610383	9508296
9610383	9512378
9610383	9512399
9610383	9602364
9610383	9602424
9403259	9207221
9403259	9207279
9403259	9302210
9403259	9302221
9403259	9302223
9403259	9304321
9602424	9311269
9602424	9403312
9602424	9407311
9602424	9501361
9602424	9502273
9602424	9503204
9602424	9504216
9602424	9510241
9602424	9511378
9602424	9601306
9602424	9601324
9504393	9208210
9504393	9209291
9504393	9301212
9504393	9303270
9504393	9310233
9504393	9406239
9504393	9409215
9504393	9409315
9504393	9501222
9304307	9211266
9508296	9210211
9508296	9304299
9508296	9304307
9508296	9311281
9508296	9403338
9508296	9406245
9508296	9409324
9508296	9409330
9508296	9503392
9508296	9504393
9502417	9207245
9502417	9306293
9502417	9308292
9502417	9308325
9502417	9404334
9502417	9407247
9502417	9407248
9502417	9501298
9503367	9205230
9503367	9212245
9503367	9302223
9503367	9305274
9503367	9306242
9503367	9406249
9503367	9407203
9503367	9407264
9503367	9408308
9504307	9302222
9504307	9302223
9504307	9310297
9504307	9311326
9504307	9403259
9504307	9405215
9504307	9503259
9504307	9503303
9504307	9503375
9502418	9303230
9502418	9303303
9502418	9304211
9502418	9304299
9502418	9304307
9502418	9305262
9502418	9309240
9502418	9309266
9502418	9309310
9502418	9310320
9502418	9311214
9502418	9312217
9502418	9403338
9502418	9406354
9502418	9406423
9502418	9407324
9502418	9408275
9502418	9408315
9502418	9409369
9502418	9411392
9502418	9411429
9304299	9208205
9304299	9211266
9507453	9308292
9507453	9308325
9507453	9309335
9507453	9310297
9507453	9403259
9507453	9403364
9507453	9407248
9507453	9408302
9507453	9502417
9507453	9503303
9507453	9504307
9507453	9505244
9512399	9207279
9512399	9304299
9512399	9304307
9512399	9308363
9512399	9310320
9512399	9311281
9512399	9403338
9512399	9406245
9512399	9406423
9512399	9411256
9512399	9411273
9512399	9412367
9512399	9412385
9512399	9501220
9512399	9501334
9512399	9503392
9512399	9504292
9512399	9504312
9512399	9504393
9512399	9506261
9512399	9507238
9512399	9507462
9512399	9508296
9512399	9508322
9512399	9509379
9512399	9509410
9512399	9511317
9512378	9310314
9512378	9311214
9512378	9311306
9512378	9403345
9512378	9406372
9512378	9406396
9512378	9408234
9512378	9408304
9512378	9408397
9512378	9409372
9512378	9409464
9512378	9501219
9602364	9207218
9602364	9207221
9602364	9211310
9602364	9212278
9602364	9304299
9602364	9304307
9602364	9306290
9602364	9308333
9602364	9308363
